construct|question|question_header|question_subheader|answer_type|count_met|count_students|pct_met|report_group|student_group|ext_reference_cleaned|School|Region|lt10supp|rank_order|count_lt10supp|compsupp|flag_supp|count_met_og|count_students_og|suppression_notes|year
DC|q18e|Do you know how to access and transfer the college credit you could earn through the following types of dual credit courses?|IB - Diploma Programme or Career-related Programme|Yes/No|0|90|0|Race/Ethnicity|Black/African American||All Schools|All Regions|0|3|0|0|0|0|90|na|2024
DC|q18e|Do you know how to access and transfer the college credit you could earn through the following types of dual credit courses?|IB - Diploma Programme or Career-related Programme|Yes/No|0|276|0|Race/Ethnicity|White||All Schools|All Regions|0|4|0|0|0|0|276|na|2024
DC|q18e|Do you know how to access and transfer the college credit you could earn through the following types of dual credit courses?|IB - Diploma Programme or Career-related Programme|Yes/No|0|323|0|Race/Ethnicity|Multiracial||All Schools|All Regions|0|5|0|0|0|0|323|na|2024
DC|q18e|Do you know how to access and transfer the college credit you could earn through the following types of dual credit courses?|IB - Diploma Programme or Career-related Programme|Yes/No|42|551|0.0762250453720508|Race/Ethnicity|Hispanic/Latine/x||All Schools|All Regions|0|6|0|0|0|42|551|na|2024
DC|q18e|Do you know how to access and transfer the college credit you could earn through the following types of dual credit courses?|IB - Diploma Programme or Career-related Programme|Yes/No|43|996|0.0431726907630522|Race/Ethnicity|Students of Color||All Schools|All Regions|0|7|0|0|0|43|996|na|2024
DC|q19a|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Parents/Guardians|Rank|497|1239|0.401129943502825|All|All||All Schools|All Regions|0|1|0|0|0|497|1239|na|2024
DC|q19a|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Parents/Guardians|Rank|95|332|0.286144578313253|First Generation Status|Not First Generation||All Schools|All Regions|0|1|0|0|0|95|332|na|2024
DC|q19a|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Parents/Guardians|Rank|402|907|0.443219404630651|First Generation Status|First Generation||All Schools|All Regions|0|2|0|0|0|402|907|na|2024
DC|q19a|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Parents/Guardians|Rank|10|53|0.188679245283019|Gender|Other/Prefer Not to Say||All Schools|All Regions|0|1|0|0|0|10|53|na|2024
DC|q19a|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Parents/Guardians|Rank|174|474|0.367088607594937|Gender|Male||All Schools|All Regions|0|2|0|0|0|174|474|na|2024
DC|q19a|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Parents/Guardians|Rank|313|712|0.439606741573034|Gender|Female||All Schools|All Regions|0|3|0|0|0|313|712|na|2024
DC|q19a|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Parents/Guardians|Rank|124|209|0.593301435406699|Grade Level|10th Grade||All Schools|All Regions|0|1|0|0|0|124|209|na|2024
DC|q19a|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Parents/Guardians|Rank|78|283|0.275618374558304|Grade Level|9th Grade||All Schools|All Regions|0|2|0|0|0|78|283|na|2024
DC|q19a|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Parents/Guardians|Rank|100|357|0.280112044817927|Grade Level|12th Grade||All Schools|All Regions|0|3|0|0|0|100|357|na|2024
DC|q19a|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Parents/Guardians|Rank|195|390|0.5|Grade Level|11th Grade||All Schools|All Regions|0|4|0|0|0|195|390|na|2024
DC|q19a|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Parents/Guardians|Rank|10|10|1|Race/Ethnicity|Unknown||All Schools|All Regions|0|1|0|0|0|10|10|na|2024
DC|q19a|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Parents/Guardians|Rank|21|31|0.67741935483871|Race/Ethnicity|Asian/Asian American||All Schools|All Regions|0|2|0|0|0|21|31|na|2024
DC|q19a|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Parents/Guardians|Rank|23|90|0.255555555555556|Race/Ethnicity|Black/African American||All Schools|All Regions|0|3|0|0|0|23|90|na|2024
DC|q19a|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Parents/Guardians|Rank|149|276|0.539855072463768|Race/Ethnicity|White||All Schools|All Regions|0|4|0|0|0|149|276|na|2024
DC|q19a|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Parents/Guardians|Rank|43|323|0.13312693498452|Race/Ethnicity|Multiracial||All Schools|All Regions|0|5|0|0|0|43|323|na|2024
DC|q19a|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Parents/Guardians|Rank|251|509|0.493123772102161|Race/Ethnicity|Hispanic/Latine/x||All Schools|All Regions|0|6|0|0|0|251|509|na|2024
DC|q19a|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Parents/Guardians|Rank|338|953|0.354669464847849|Race/Ethnicity|Students of Color||All Schools|All Regions|0|7|0|0|0|338|953|na|2024
DC|q19b|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Other Relatives (e.g. siblings, cousins)|Rank|582|1239|0.469733656174334|All|All||All Schools|All Regions|0|1|0|0|0|582|1239|na|2024
DC|q19b|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Other Relatives (e.g. siblings, cousins)|Rank|140|332|0.421686746987952|First Generation Status|Not First Generation||All Schools|All Regions|0|1|0|0|0|140|332|na|2024
DC|q19b|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Other Relatives (e.g. siblings, cousins)|Rank|442|907|0.487320837927233|First Generation Status|First Generation||All Schools|All Regions|0|2|0|0|0|442|907|na|2024
DC|q19b|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Other Relatives (e.g. siblings, cousins)|Rank|10|53|0.188679245283019|Gender|Other/Prefer Not to Say||All Schools|All Regions|0|1|0|0|0|10|53|na|2024
DC|q19b|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Other Relatives (e.g. siblings, cousins)|Rank|262|474|0.552742616033755|Gender|Male||All Schools|All Regions|0|2|0|0|0|262|474|na|2024
DC|q19b|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Other Relatives (e.g. siblings, cousins)|Rank|310|712|0.435393258426966|Gender|Female||All Schools|All Regions|0|3|0|0|0|310|712|na|2024
DC|q19b|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Other Relatives (e.g. siblings, cousins)|Rank|82|209|0.392344497607655|Grade Level|10th Grade||All Schools|All Regions|0|1|0|0|0|82|209|na|2024
DC|q19b|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Other Relatives (e.g. siblings, cousins)|Rank|78|283|0.275618374558304|Grade Level|9th Grade||All Schools|All Regions|0|2|0|0|0|78|283|na|2024
DC|q19b|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Other Relatives (e.g. siblings, cousins)|Rank|228|357|0.638655462184874|Grade Level|12th Grade||All Schools|All Regions|0|3|0|0|0|228|357|na|2024
DC|q19b|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Other Relatives (e.g. siblings, cousins)|Rank|194|390|0.497435897435897|Grade Level|11th Grade||All Schools|All Regions|0|4|0|0|0|194|390|na|2024
DC|q19b|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Other Relatives (e.g. siblings, cousins)|Rank|10|10|1|Race/Ethnicity|Unknown||All Schools|All Regions|0|1|0|0|0|10|10|na|2024
DC|q19b|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Other Relatives (e.g. siblings, cousins)|Rank|22|31|0.709677419354839|Race/Ethnicity|Asian/Asian American||All Schools|All Regions|0|2|0|0|0|22|31|na|2024
DC|q19b|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Other Relatives (e.g. siblings, cousins)|Rank|72|90|0.8|Race/Ethnicity|Black/African American||All Schools|All Regions|0|3|0|0|0|72|90|na|2024
DC|q19b|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Other Relatives (e.g. siblings, cousins)|Rank|192|276|0.695652173913043|Race/Ethnicity|White||All Schools|All Regions|0|4|0|0|0|192|276|na|2024
DC|q19b|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Other Relatives (e.g. siblings, cousins)|Rank|119|323|0.368421052631579|Race/Ethnicity|Multiracial||All Schools|All Regions|0|5|0|0|0|119|323|na|2024
DC|q19b|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Other Relatives (e.g. siblings, cousins)|Rank|167|509|0.328094302554027|Race/Ethnicity|Hispanic/Latine/x||All Schools|All Regions|0|6|0|0|0|167|509|na|2024
DC|q19b|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Other Relatives (e.g. siblings, cousins)|Rank|380|953|0.398740818467996|Race/Ethnicity|Students of Color||All Schools|All Regions|0|7|0|0|0|380|953|na|2024
DC|q19c|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Advisory Class/Homeroom|Rank|461|1239|0.372074253430186|All|All||All Schools|All Regions|0|1|0|0|0|461|1239|na|2024
DC|q19c|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Advisory Class/Homeroom|Rank|61|332|0.183734939759036|First Generation Status|Not First Generation||All Schools|All Regions|0|1|0|0|0|61|332|na|2024
DC|q19c|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Advisory Class/Homeroom|Rank|400|907|0.441014332965821|First Generation Status|First Generation||All Schools|All Regions|0|2|0|0|0|400|907|na|2024
DC|q19c|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Advisory Class/Homeroom|Rank|10|53|0.188679245283019|Gender|Other/Prefer Not to Say||All Schools|All Regions|0|1|0|0|0|10|53|na|2024
DC|q19c|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Advisory Class/Homeroom|Rank|219|474|0.462025316455696|Gender|Male||All Schools|All Regions|0|2|0|0|0|219|474|na|2024
DC|q19c|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Advisory Class/Homeroom|Rank|232|712|0.325842696629214|Gender|Female||All Schools|All Regions|0|3|0|0|0|232|712|na|2024
DC|q19c|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Advisory Class/Homeroom|Rank|80|209|0.382775119617225|Grade Level|10th Grade||All Schools|All Regions|0|1|0|0|0|80|209|na|2024
DC|q19c|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Advisory Class/Homeroom|Rank|86|283|0.303886925795053|Grade Level|9th Grade||All Schools|All Regions|0|2|0|0|0|86|283|na|2024
DC|q19c|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Advisory Class/Homeroom|Rank|228|357|0.638655462184874|Grade Level|12th Grade||All Schools|All Regions|0|3|0|0|0|228|357|na|2024
DC|q19c|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Advisory Class/Homeroom|Rank|67|390|0.171794871794872|Grade Level|11th Grade||All Schools|All Regions|0|4|0|0|0|67|390|na|2024
DC|q19c|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Advisory Class/Homeroom|Rank|10|10|1|Race/Ethnicity|Unknown||All Schools|All Regions|0|1|0|0|0|10|10|na|2024
DC|q19c|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Advisory Class/Homeroom|Rank|18|31|0.580645161290323|Race/Ethnicity|Asian/Asian American||All Schools|All Regions|0|2|0|0|0|18|31|na|2024
DC|q19c|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Advisory Class/Homeroom|Rank|23|90|0.255555555555556|Race/Ethnicity|Black/African American||All Schools|All Regions|0|3|0|0|0|23|90|na|2024
DC|q19c|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Advisory Class/Homeroom|Rank|151|276|0.547101449275362|Race/Ethnicity|White||All Schools|All Regions|0|4|0|0|0|151|276|na|2024
DC|q19c|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Advisory Class/Homeroom|Rank|135|323|0.417956656346749|Race/Ethnicity|Multiracial||All Schools|All Regions|0|5|0|0|0|135|323|na|2024
DC|q19c|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Advisory Class/Homeroom|Rank|124|509|0.243614931237721|Race/Ethnicity|Hispanic/Latine/x||All Schools|All Regions|0|6|0|0|0|124|509|na|2024
DC|q19c|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Advisory Class/Homeroom|Rank|300|953|0.314795383001049|Race/Ethnicity|Students of Color||All Schools|All Regions|0|7|0|0|0|300|953|na|2024
DC|q19d|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|School Counselor|Rank|565|1239|0.456012913640032|All|All||All Schools|All Regions|0|1|0|0|0|565|1239|na|2024
DC|q19d|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|School Counselor|Rank|183|332|0.551204819277108|First Generation Status|Not First Generation||All Schools|All Regions|0|1|0|0|0|183|332|na|2024
DC|q19d|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|School Counselor|Rank|382|907|0.421168687982359|First Generation Status|First Generation||All Schools|All Regions|0|2|0|0|0|382|907|na|2024
DC|q19d|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|School Counselor|Rank|10|53|0.188679245283019|Gender|Other/Prefer Not to Say||All Schools|All Regions|0|1|0|0|0|10|53|na|2024
DC|q19d|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|School Counselor|Rank|217|474|0.457805907172996|Gender|Male||All Schools|All Regions|0|2|0|0|0|217|474|na|2024
DC|q19d|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|School Counselor|Rank|338|712|0.474719101123595|Gender|Female||All Schools|All Regions|0|3|0|0|0|338|712|na|2024
DC|q19d|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|School Counselor|Rank|122|209|0.583732057416268|Grade Level|10th Grade||All Schools|All Regions|0|1|0|0|0|122|209|na|2024
DC|q19d|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|School Counselor|Rank|104|283|0.367491166077739|Grade Level|9th Grade||All Schools|All Regions|0|2|0|0|0|104|283|na|2024
DC|q19d|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|School Counselor|Rank|143|357|0.400560224089636|Grade Level|12th Grade||All Schools|All Regions|0|3|0|0|0|143|357|na|2024
DC|q19d|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|School Counselor|Rank|196|390|0.502564102564103|Grade Level|11th Grade||All Schools|All Regions|0|4|0|0|0|196|390|na|2024
DC|q19d|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|School Counselor|Rank|10|10|1|Race/Ethnicity|Unknown||All Schools|All Regions|0|1|0|0|0|10|10|na|2024
DC|q19d|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|School Counselor|Rank|21|31|0.67741935483871|Race/Ethnicity|Asian/Asian American||All Schools|All Regions|0|2|0|0|0|21|31|na|2024
DC|q19d|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|School Counselor|Rank|58|90|0.644444444444444|Race/Ethnicity|Black/African American||All Schools|All Regions|0|3|0|0|0|58|90|na|2024
DC|q19d|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|School Counselor|Rank|107|276|0.38768115942029|Race/Ethnicity|White||All Schools|All Regions|0|4|0|0|0|107|276|na|2024
DC|q19d|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|School Counselor|Rank|176|323|0.544891640866873|Race/Ethnicity|Multiracial||All Schools|All Regions|0|5|0|0|0|176|323|na|2024
DC|q19d|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|School Counselor|Rank|193|509|0.379174852652259|Race/Ethnicity|Hispanic/Latine/x||All Schools|All Regions|0|6|0|0|0|193|509|na|2024
DC|q19d|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|School Counselor|Rank|448|953|0.4700944386149|Race/Ethnicity|Students of Color||All Schools|All Regions|0|7|0|0|0|448|953|na|2024
DC|q19e|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Teachers|Rank|440|1239|0.355125100887813|All|All||All Schools|All Regions|0|1|0|0|0|440|1239|na|2024
DC|q19e|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Teachers|Rank|148|332|0.44578313253012|First Generation Status|Not First Generation||All Schools|All Regions|0|1|0|0|0|148|332|na|2024
DC|q19e|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Teachers|Rank|292|907|0.32194046306505|First Generation Status|First Generation||All Schools|All Regions|0|2|0|0|0|292|907|na|2024
DC|q19e|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Teachers|Rank|43|53|0.811320754716981|Gender|Other/Prefer Not to Say||All Schools|All Regions|0|1|0|0|0|43|53|na|2024
DC|q19e|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Teachers|Rank|33|474|0.069620253164557|Gender|Male||All Schools|All Regions|0|2|0|0|0|33|474|na|2024
DC|q19e|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Teachers|Rank|364|712|0.51123595505618|Gender|Female||All Schools|All Regions|0|3|0|0|0|364|712|na|2024
DC|q19e|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Teachers|Rank|80|209|0.382775119617225|Grade Level|10th Grade||All Schools|All Regions|0|1|0|0|0|80|209|na|2024
DC|q19e|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Teachers|Rank|119|283|0.420494699646643|Grade Level|9th Grade||All Schools|All Regions|0|2|0|0|0|119|283|na|2024
DC|q19e|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Teachers|Rank|86|357|0.240896358543417|Grade Level|12th Grade||All Schools|All Regions|0|3|0|0|0|86|357|na|2024
DC|q19e|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Teachers|Rank|155|390|0.397435897435897|Grade Level|11th Grade||All Schools|All Regions|0|4|0|0|0|155|390|na|2024
DC|q19e|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Teachers|Rank|10|10|1|Race/Ethnicity|Unknown||All Schools|All Regions|0|1|0|0|0|10|10|na|2024
DC|q19e|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Teachers|Rank|20|31|0.645161290322581|Race/Ethnicity|Asian/Asian American||All Schools|All Regions|0|2|0|0|0|20|31|na|2024
DC|q19e|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Teachers|Rank|41|90|0.455555555555556|Race/Ethnicity|Black/African American||All Schools|All Regions|0|3|0|0|0|41|90|na|2024
DC|q19e|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Teachers|Rank|24|276|0.0869565217391304|Race/Ethnicity|White||All Schools|All Regions|0|4|0|0|0|24|276|na|2024
DC|q19e|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Teachers|Rank|161|323|0.498452012383901|Race/Ethnicity|Multiracial||All Schools|All Regions|0|5|0|0|0|161|323|na|2024
DC|q19e|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Teachers|Rank|184|509|0.361493123772102|Race/Ethnicity|Hispanic/Latine/x||All Schools|All Regions|0|6|0|0|0|184|509|na|2024
DC|q19e|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Teachers|Rank|406|953|0.426023084994753|Race/Ethnicity|Students of Color||All Schools|All Regions|0|7|0|0|0|406|953|na|2024
DC|q19f|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Other School Staff|Rank|435|1239|0.351089588377724|All|All||All Schools|All Regions|0|1|0|0|0|435|1239|na|2024
DC|q19f|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Other School Staff|Rank|52|332|0.156626506024096|First Generation Status|Not First Generation||All Schools|All Regions|0|1|0|0|0|52|332|na|2024
DC|q19f|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Other School Staff|Rank|383|907|0.422271223814774|First Generation Status|First Generation||All Schools|All Regions|0|2|0|0|0|383|907|na|2024
DC|q19f|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Other School Staff|Rank|43|53|0.811320754716981|Gender|Other/Prefer Not to Say||All Schools|All Regions|0|1|0|0|0|43|53|na|2024
DC|q19f|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Other School Staff|Rank|90|474|0.189873417721519|Gender|Male||All Schools|All Regions|0|2|0|0|0|90|474|na|2024
DC|q19f|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Other School Staff|Rank|302|712|0.424157303370786|Gender|Female||All Schools|All Regions|0|3|0|0|0|302|712|na|2024
DC|q19f|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Other School Staff|Rank|83|209|0.397129186602871|Grade Level|10th Grade||All Schools|All Regions|0|1|0|0|0|83|209|na|2024
DC|q19f|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Other School Staff|Rank|177|283|0.625441696113074|Grade Level|9th Grade||All Schools|All Regions|0|2|0|0|0|177|283|na|2024
DC|q19f|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Other School Staff|Rank|141|357|0.394957983193277|Grade Level|12th Grade||All Schools|All Regions|0|3|0|0|0|141|357|na|2024
DC|q19f|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Other School Staff|Rank|34|390|0.0871794871794872|Grade Level|11th Grade||All Schools|All Regions|0|4|0|0|0|34|390|na|2024
DC|q19f|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Other School Staff|Rank|10|10|1|Race/Ethnicity|Unknown||All Schools|All Regions|0|1|0|0|0|10|10|na|2024
DC|q19f|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Other School Staff|Rank|18|31|0.580645161290323|Race/Ethnicity|Asian/Asian American||All Schools|All Regions|0|2|0|0|0|18|31|na|2024
DC|q19f|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Other School Staff|Rank|39|90|0.433333333333333|Race/Ethnicity|Black/African American||All Schools|All Regions|0|3|0|0|0|39|90|na|2024
DC|q19f|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Other School Staff|Rank|66|276|0.239130434782609|Race/Ethnicity|White||All Schools|All Regions|0|4|0|0|0|66|276|na|2024
DC|q19f|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Other School Staff|Rank|111|323|0.343653250773994|Race/Ethnicity|Multiracial||All Schools|All Regions|0|5|0|0|0|111|323|na|2024
DC|q19f|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Other School Staff|Rank|191|509|0.37524557956778|Race/Ethnicity|Hispanic/Latine/x||All Schools|All Regions|0|6|0|0|0|191|509|na|2024
DC|q19f|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Other School Staff|Rank|359|953|0.376705141657922|Race/Ethnicity|Students of Color||All Schools|All Regions|0|7|0|0|0|359|953|na|2024
DC|q19g|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Friends|Rank|354|1239|0.285714285714286|All|All||All Schools|All Regions|0|1|0|0|0|354|1239|na|2024
DC|q19g|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Friends|Rank|94|332|0.283132530120482|First Generation Status|Not First Generation||All Schools|All Regions|0|1|0|0|0|94|332|na|2024
DC|q19g|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Friends|Rank|260|907|0.286659316427784|First Generation Status|First Generation||All Schools|All Regions|0|2|0|0|0|260|907|na|2024
DC|q19g|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Friends|Rank|0|53|0|Gender|Other/Prefer Not to Say||All Schools|All Regions|0|1|0|0|0|0|53|na|2024
DC|q19g|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Friends|Rank|118|474|0.248945147679325|Gender|Male||All Schools|All Regions|0|2|0|0|0|118|474|na|2024
DC|q19g|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Friends|Rank|236|712|0.331460674157303|Gender|Female||All Schools|All Regions|0|3|0|0|0|236|712|na|2024
DC|q19g|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Friends|Rank|82|209|0.392344497607655|Grade Level|10th Grade||All Schools|All Regions|0|1|0|0|0|82|209|na|2024
DC|q19g|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Friends|Rank|111|283|0.392226148409894|Grade Level|9th Grade||All Schools|All Regions|0|2|0|0|0|111|283|na|2024
DC|q19g|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Friends|Rank|84|357|0.235294117647059|Grade Level|12th Grade||All Schools|All Regions|0|3|0|0|0|84|357|na|2024
DC|q19g|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Friends|Rank|77|390|0.197435897435897|Grade Level|11th Grade||All Schools|All Regions|0|4|0|0|0|77|390|na|2024
DC|q19g|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Friends|Rank|10|10|1|Race/Ethnicity|Unknown||All Schools|All Regions|0|1|0|0|0|10|10|na|2024
DC|q19g|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Friends|Rank|18|31|0.580645161290323|Race/Ethnicity|Asian/Asian American||All Schools|All Regions|0|2|0|0|0|18|31|na|2024
DC|q19g|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Friends|Rank|39|90|0.433333333333333|Race/Ethnicity|Black/African American||All Schools|All Regions|0|3|0|0|0|39|90|na|2024
DC|q19g|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Friends|Rank|66|276|0.239130434782609|Race/Ethnicity|White||All Schools|All Regions|0|4|0|0|0|66|276|na|2024
DC|q19g|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Friends|Rank|110|323|0.340557275541796|Race/Ethnicity|Multiracial||All Schools|All Regions|0|5|0|0|0|110|323|na|2024
DC|q19g|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Friends|Rank|111|509|0.218074656188605|Race/Ethnicity|Hispanic/Latine/x||All Schools|All Regions|0|6|0|0|0|111|509|na|2024
DC|q19g|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Friends|Rank|278|953|0.291710388247639|Race/Ethnicity|Students of Color||All Schools|All Regions|0|7|0|0|0|278|953|na|2024
