ext_reference_cleaned|School|Region|construct|question|question_header|question_subheader|answer_type|count_met|count_students|pct_met|report_group|student_group|lt10supp|rank_order|count_lt10supp|compsupp|flag_supp|count_met_og|count_students_og|suppression_notes|year
sch02|sch02|RegionB|DC|q19b|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Other Relatives (e.g. siblings, cousins)|Rank|134|191|0.701570680628272|Race/Ethnicity|White|0|3|1|0|0|134|191|na|2024
sch02|sch02|RegionB|DC|q19b|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Other Relatives (e.g. siblings, cousins)|Rank|91|229|0.397379912663755|Race/Ethnicity|Multiracial|0|4|1|0|0|91|229|na|2024
sch02|sch02|RegionB|DC|q19b|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Other Relatives (e.g. siblings, cousins)|Rank|91|314|0.289808917197452|Race/Ethnicity|Hispanic/Latine/x|0|5|1|0|0|91|314|na|2024
sch02|sch02|RegionB|DC|q19b|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Other Relatives (e.g. siblings, cousins)|Rank|226|600|0.376666666666667|Race/Ethnicity|Students of Color|0|6|1|0|0|226|600|na|2024
sch02|sch02|RegionB|DC|q19c|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Advisory Class/Homeroom|Rank|272|791|0.343868520859671|All|All|0|1|0|0|0|272|791|na|2024
sch02|sch02|RegionB|DC|q19c|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Advisory Class/Homeroom|Rank|29|206|0.140776699029126|First Generation Status|Not First Generation|0|1|0|0|0|29|206|na|2024
sch02|sch02|RegionB|DC|q19c|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Advisory Class/Homeroom|Rank|243|585|0.415384615384615|First Generation Status|First Generation|0|2|0|0|0|243|585|na|2024
sch02|sch02|RegionB|DC|q19c|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Advisory Class/Homeroom|Rank|0|30|0|Gender|Other/Prefer Not to Say|0|1|0|0|0|0|30|na|2024
sch02|sch02|RegionB|DC|q19c|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Advisory Class/Homeroom|Rank|134|308|0.435064935064935|Gender|Male|0|2|0|0|0|134|308|na|2024
sch02|sch02|RegionB|DC|q19c|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Advisory Class/Homeroom|Rank|138|453|0.304635761589404|Gender|Female|0|3|0|0|0|138|453|na|2024
sch02|sch02|RegionB|DC|q19c|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Advisory Class/Homeroom|Rank|49|137|0.357664233576642|Grade Level|10th Grade|0|1|0|0|0|49|137|na|2024
sch02|sch02|RegionB|DC|q19c|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Advisory Class/Homeroom|Rank|31|168|0.18452380952381|Grade Level|9th Grade|0|2|0|0|0|31|168|na|2024
sch02|sch02|RegionB|DC|q19c|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Advisory Class/Homeroom|Rank|146|233|0.626609442060086|Grade Level|12th Grade|0|3|0|0|0|146|233|na|2024
sch02|sch02|RegionB|DC|q19c|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Advisory Class/Homeroom|Rank|46|253|0.181818181818182|Grade Level|11th Grade|0|4|0|0|0|46|253|na|2024
sch02|sch02|RegionB|DC|q19c|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Advisory Class/Homeroom|Rank|||0.333333333333333|Race/Ethnicity|Asian/Asian American|1|1|1|0|1|2|6|student count less than 10, suppressed|2024
sch02|sch02|RegionB|DC|q19c|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Advisory Class/Homeroom|Rank|||0.333333333333333|Race/Ethnicity|Black/African American|0|2|1|1|1|17|51|student count less than 10, suppressed|2024
sch02|sch02|RegionB|DC|q19c|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Advisory Class/Homeroom|Rank|104|191|0.544502617801047|Race/Ethnicity|White|0|3|1|0|0|104|191|na|2024
sch02|sch02|RegionB|DC|q19c|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Advisory Class/Homeroom|Rank|87|229|0.379912663755459|Race/Ethnicity|Multiracial|0|4|1|0|0|87|229|na|2024
sch02|sch02|RegionB|DC|q19c|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Advisory Class/Homeroom|Rank|62|314|0.197452229299363|Race/Ethnicity|Hispanic/Latine/x|0|5|1|0|0|62|314|na|2024
sch02|sch02|RegionB|DC|q19c|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Advisory Class/Homeroom|Rank|168|600|0.28|Race/Ethnicity|Students of Color|0|6|1|0|0|168|600|na|2024
sch02|sch02|RegionB|DC|q19d|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|School Counselor|Rank|352|791|0.445006321112516|All|All|0|1|0|0|0|352|791|na|2024
sch02|sch02|RegionB|DC|q19d|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|School Counselor|Rank|120|206|0.58252427184466|First Generation Status|Not First Generation|0|1|0|0|0|120|206|na|2024
sch02|sch02|RegionB|DC|q19d|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|School Counselor|Rank|232|585|0.396581196581197|First Generation Status|First Generation|0|2|0|0|0|232|585|na|2024
sch02|sch02|RegionB|DC|q19d|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|School Counselor|Rank|0|30|0|Gender|Other/Prefer Not to Say|0|1|0|0|0|0|30|na|2024
sch02|sch02|RegionB|DC|q19d|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|School Counselor|Rank|134|308|0.435064935064935|Gender|Male|0|2|0|0|0|134|308|na|2024
sch02|sch02|RegionB|DC|q19d|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|School Counselor|Rank|218|453|0.481236203090508|Gender|Female|0|3|0|0|0|218|453|na|2024
sch02|sch02|RegionB|DC|q19d|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|School Counselor|Rank|78|137|0.569343065693431|Grade Level|10th Grade|0|1|0|0|0|78|137|na|2024
sch02|sch02|RegionB|DC|q19d|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|School Counselor|Rank|50|168|0.297619047619048|Grade Level|9th Grade|0|2|0|0|0|50|168|na|2024
sch02|sch02|RegionB|DC|q19d|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|School Counselor|Rank|89|233|0.381974248927039|Grade Level|12th Grade|0|3|0|0|0|89|233|na|2024
sch02|sch02|RegionB|DC|q19d|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|School Counselor|Rank|135|253|0.533596837944664|Grade Level|11th Grade|0|4|0|0|0|135|253|na|2024
sch02|sch02|RegionB|DC|q19d|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|School Counselor|Rank|||0.5|Race/Ethnicity|Asian/Asian American|1|1|1|0|1|3|6|student count less than 10, suppressed|2024
sch02|sch02|RegionB|DC|q19d|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|School Counselor|Rank|||0.686274509803922|Race/Ethnicity|Black/African American|0|2|1|1|1|35|51|student count less than 10, suppressed|2024
sch02|sch02|RegionB|DC|q19d|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|School Counselor|Rank|74|191|0.387434554973822|Race/Ethnicity|White|0|3|1|0|0|74|191|na|2024
sch02|sch02|RegionB|DC|q19d|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|School Counselor|Rank|129|229|0.563318777292576|Race/Ethnicity|Multiracial|0|4|1|0|0|129|229|na|2024
sch02|sch02|RegionB|DC|q19d|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|School Counselor|Rank|111|314|0.353503184713376|Race/Ethnicity|Hispanic/Latine/x|0|5|1|0|0|111|314|na|2024
sch02|sch02|RegionB|DC|q19d|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|School Counselor|Rank|278|600|0.463333333333333|Race/Ethnicity|Students of Color|0|6|1|0|0|278|600|na|2024
sch02|sch02|RegionB|DC|q19e|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Teachers|Rank|277|791|0.350189633375474|All|All|0|1|0|0|0|277|791|na|2024
sch02|sch02|RegionB|DC|q19e|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Teachers|Rank|89|206|0.432038834951456|First Generation Status|Not First Generation|0|1|0|0|0|89|206|na|2024
sch02|sch02|RegionB|DC|q19e|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Teachers|Rank|188|585|0.321367521367521|First Generation Status|First Generation|0|2|0|0|0|188|585|na|2024
sch02|sch02|RegionB|DC|q19e|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Teachers|Rank|30|30|1|Gender|Other/Prefer Not to Say|0|1|0|0|0|30|30|na|2024
sch02|sch02|RegionB|DC|q19e|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Teachers|Rank|17|308|0.0551948051948052|Gender|Male|0|2|0|0|0|17|308|na|2024
sch02|sch02|RegionB|DC|q19e|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Teachers|Rank|230|453|0.507726269315673|Gender|Female|0|3|0|0|0|230|453|na|2024
sch02|sch02|RegionB|DC|q19e|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Teachers|Rank|49|137|0.357664233576642|Grade Level|10th Grade|0|1|0|0|0|49|137|na|2024
sch02|sch02|RegionB|DC|q19e|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Teachers|Rank|61|168|0.363095238095238|Grade Level|9th Grade|0|2|0|0|0|61|168|na|2024
sch02|sch02|RegionB|DC|q19e|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Teachers|Rank|59|233|0.253218884120172|Grade Level|12th Grade|0|3|0|0|0|59|233|na|2024
sch02|sch02|RegionB|DC|q19e|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Teachers|Rank|108|253|0.426877470355731|Grade Level|11th Grade|0|4|0|0|0|108|253|na|2024
sch02|sch02|RegionB|DC|q19e|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Teachers|Rank|||0.833333333333333|Race/Ethnicity|Asian/Asian American|1|1|1|0|1|5|6|student count less than 10, suppressed|2024
sch02|sch02|RegionB|DC|q19e|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Teachers|Rank|||0.529411764705882|Race/Ethnicity|Black/African American|0|2|1|1|1|27|51|student count less than 10, suppressed|2024
sch02|sch02|RegionB|DC|q19e|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Teachers|Rank|17|191|0.0890052356020942|Race/Ethnicity|White|0|3|1|0|0|17|191|na|2024
sch02|sch02|RegionB|DC|q19e|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Teachers|Rank|108|229|0.471615720524017|Race/Ethnicity|Multiracial|0|4|1|0|0|108|229|na|2024
sch02|sch02|RegionB|DC|q19e|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Teachers|Rank|120|314|0.382165605095541|Race/Ethnicity|Hispanic/Latine/x|0|5|1|0|0|120|314|na|2024
sch02|sch02|RegionB|DC|q19e|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Teachers|Rank|260|600|0.433333333333333|Race/Ethnicity|Students of Color|0|6|1|0|0|260|600|na|2024
sch02|sch02|RegionB|DC|q19f|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Other School Staff|Rank|263|791|0.332490518331226|All|All|0|1|0|0|0|263|791|na|2024
sch02|sch02|RegionB|DC|q19f|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Other School Staff|Rank|28|206|0.135922330097087|First Generation Status|Not First Generation|0|1|0|0|0|28|206|na|2024
sch02|sch02|RegionB|DC|q19f|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Other School Staff|Rank|235|585|0.401709401709402|First Generation Status|First Generation|0|2|0|0|0|235|585|na|2024
sch02|sch02|RegionB|DC|q19f|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Other School Staff|Rank|30|30|1|Gender|Other/Prefer Not to Say|0|1|0|0|0|30|30|na|2024
sch02|sch02|RegionB|DC|q19f|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Other School Staff|Rank|47|308|0.152597402597403|Gender|Male|0|2|0|0|0|47|308|na|2024
sch02|sch02|RegionB|DC|q19f|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Other School Staff|Rank|186|453|0.410596026490066|Gender|Female|0|3|0|0|0|186|453|na|2024
sch02|sch02|RegionB|DC|q19f|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Other School Staff|Rank|50|137|0.364963503649635|Grade Level|10th Grade|0|1|0|0|0|50|137|na|2024
sch02|sch02|RegionB|DC|q19f|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Other School Staff|Rank|109|168|0.648809523809524|Grade Level|9th Grade|0|2|0|0|0|109|168|na|2024
sch02|sch02|RegionB|DC|q19f|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Other School Staff|Rank|87|233|0.373390557939914|Grade Level|12th Grade|0|3|0|0|0|87|233|na|2024
sch02|sch02|RegionB|DC|q19f|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Other School Staff|Rank|17|253|0.0671936758893281|Grade Level|11th Grade|0|4|0|0|0|17|253|na|2024
sch02|sch02|RegionB|DC|q19f|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Other School Staff|Rank|||0.666666666666667|Race/Ethnicity|Asian/Asian American|1|1|1|0|1|4|6|student count less than 10, suppressed|2024
sch02|sch02|RegionB|DC|q19f|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Other School Staff|Rank|||0.490196078431373|Race/Ethnicity|Black/African American|0|2|1|1|1|25|51|student count less than 10, suppressed|2024
sch02|sch02|RegionB|DC|q19f|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Other School Staff|Rank|45|191|0.235602094240838|Race/Ethnicity|White|0|3|1|0|0|45|191|na|2024
sch02|sch02|RegionB|DC|q19f|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Other School Staff|Rank|79|229|0.344978165938865|Race/Ethnicity|Multiracial|0|4|1|0|0|79|229|na|2024
sch02|sch02|RegionB|DC|q19f|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Other School Staff|Rank|110|314|0.35031847133758|Race/Ethnicity|Hispanic/Latine/x|0|5|1|0|0|110|314|na|2024
sch02|sch02|RegionB|DC|q19f|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Other School Staff|Rank|218|600|0.363333333333333|Race/Ethnicity|Students of Color|0|6|1|0|0|218|600|na|2024
sch02|sch02|RegionB|DC|q19g|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Friends|Rank|213|791|0.269279393173198|All|All|0|1|0|0|0|213|791|na|2024
sch02|sch02|RegionB|DC|q19g|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Friends|Rank|57|206|0.276699029126214|First Generation Status|Not First Generation|0|1|0|0|0|57|206|na|2024
sch02|sch02|RegionB|DC|q19g|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Friends|Rank|156|585|0.266666666666667|First Generation Status|First Generation|0|2|0|0|0|156|585|na|2024
sch02|sch02|RegionB|DC|q19g|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Friends|Rank|0|30|0|Gender|Other/Prefer Not to Say|0|1|0|0|0|0|30|na|2024
sch02|sch02|RegionB|DC|q19g|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Friends|Rank|75|308|0.243506493506494|Gender|Male|0|2|0|0|0|75|308|na|2024
sch02|sch02|RegionB|DC|q19g|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Friends|Rank|138|453|0.304635761589404|Gender|Female|0|3|0|0|0|138|453|na|2024
sch02|sch02|RegionB|DC|q19g|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Friends|Rank|49|137|0.357664233576642|Grade Level|10th Grade|0|1|0|0|0|49|137|na|2024
sch02|sch02|RegionB|DC|q19g|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Friends|Rank|61|168|0.363095238095238|Grade Level|9th Grade|0|2|0|0|0|61|168|na|2024
sch02|sch02|RegionB|DC|q19g|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Friends|Rank|57|233|0.244635193133047|Grade Level|12th Grade|0|3|0|0|0|57|233|na|2024
sch02|sch02|RegionB|DC|q19g|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Friends|Rank|46|253|0.181818181818182|Grade Level|11th Grade|0|4|0|0|0|46|253|na|2024
sch02|sch02|RegionB|DC|q19g|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Friends|Rank|||0.333333333333333|Race/Ethnicity|Asian/Asian American|1|1|1|0|1|2|6|student count less than 10, suppressed|2024
sch02|sch02|RegionB|DC|q19g|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Friends|Rank|||0.490196078431373|Race/Ethnicity|Black/African American|0|2|1|1|1|25|51|student count less than 10, suppressed|2024
sch02|sch02|RegionB|DC|q19g|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Friends|Rank|46|191|0.240837696335079|Race/Ethnicity|White|0|3|1|0|0|46|191|na|2024
sch02|sch02|RegionB|DC|q19g|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Friends|Rank|78|229|0.34061135371179|Race/Ethnicity|Multiracial|0|4|1|0|0|78|229|na|2024
sch02|sch02|RegionB|DC|q19g|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Friends|Rank|62|314|0.197452229299363|Race/Ethnicity|Hispanic/Latine/x|0|5|1|0|0|62|314|na|2024
sch02|sch02|RegionB|DC|q19g|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Friends|Rank|167|600|0.278333333333333|Race/Ethnicity|Students of Color|0|6|1|0|0|167|600|na|2024
sch02|sch02|RegionB|DC|q19h|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Student Clubs|Rank|323|791|0.40834386852086|All|All|0|1|0|0|0|323|791|na|2024
sch02|sch02|RegionB|DC|q19h|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Student Clubs|Rank|60|206|0.29126213592233|First Generation Status|Not First Generation|0|1|0|0|0|60|206|na|2024
sch02|sch02|RegionB|DC|q19h|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Student Clubs|Rank|263|585|0.44957264957265|First Generation Status|First Generation|0|2|0|0|0|263|585|na|2024
sch02|sch02|RegionB|DC|q19h|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Student Clubs|Rank|30|30|1|Gender|Other/Prefer Not to Say|0|1|0|0|0|30|30|na|2024
sch02|sch02|RegionB|DC|q19h|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Student Clubs|Rank|194|308|0.62987012987013|Gender|Male|0|2|0|0|0|194|308|na|2024
sch02|sch02|RegionB|DC|q19h|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Student Clubs|Rank|99|453|0.218543046357616|Gender|Female|0|3|0|0|0|99|453|na|2024
sch02|sch02|RegionB|DC|q19h|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Student Clubs|Rank|50|137|0.364963503649635|Grade Level|10th Grade|0|1|0|0|0|50|137|na|2024
sch02|sch02|RegionB|DC|q19h|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Student Clubs|Rank|79|168|0.470238095238095|Grade Level|9th Grade|0|2|0|0|0|79|168|na|2024
sch02|sch02|RegionB|DC|q19h|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Student Clubs|Rank|90|233|0.386266094420601|Grade Level|12th Grade|0|3|0|0|0|90|233|na|2024
sch02|sch02|RegionB|DC|q19h|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Student Clubs|Rank|104|253|0.411067193675889|Grade Level|11th Grade|0|4|0|0|0|104|253|na|2024
sch02|sch02|RegionB|DC|q19h|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Student Clubs|Rank|||0.5|Race/Ethnicity|Asian/Asian American|1|1|1|0|1|3|6|student count less than 10, suppressed|2024
sch02|sch02|RegionB|DC|q19h|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Student Clubs|Rank|||0.647058823529412|Race/Ethnicity|Black/African American|0|2|1|1|1|33|51|student count less than 10, suppressed|2024
sch02|sch02|RegionB|DC|q19h|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Student Clubs|Rank|76|191|0.397905759162304|Race/Ethnicity|White|0|3|1|0|0|76|191|na|2024
sch02|sch02|RegionB|DC|q19h|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Student Clubs|Rank|130|229|0.567685589519651|Race/Ethnicity|Multiracial|0|4|1|0|0|130|229|na|2024
sch02|sch02|RegionB|DC|q19h|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Student Clubs|Rank|81|314|0.25796178343949|Race/Ethnicity|Hispanic/Latine/x|0|5|1|0|0|81|314|na|2024
sch02|sch02|RegionB|DC|q19h|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Student Clubs|Rank|247|600|0.411666666666667|Race/Ethnicity|Students of Color|0|6|1|0|0|247|600|na|2024
sch02|sch02|RegionB|DC|q19i|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|In-School or After-School Programs|Rank|236|791|0.298356510745891|All|All|0|1|0|0|0|236|791|na|2024
sch02|sch02|RegionB|DC|q19i|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|In-School or After-School Programs|Rank|58|206|0.281553398058252|First Generation Status|Not First Generation|0|1|0|0|0|58|206|na|2024
sch02|sch02|RegionB|DC|q19i|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|In-School or After-School Programs|Rank|178|585|0.304273504273504|First Generation Status|First Generation|0|2|0|0|0|178|585|na|2024
sch02|sch02|RegionB|DC|q19i|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|In-School or After-School Programs|Rank|0|30|0|Gender|Other/Prefer Not to Say|0|1|0|0|0|0|30|na|2024
sch02|sch02|RegionB|DC|q19i|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|In-School or After-School Programs|Rank|106|308|0.344155844155844|Gender|Male|0|2|0|0|0|106|308|na|2024
sch02|sch02|RegionB|DC|q19i|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|In-School or After-School Programs|Rank|130|453|0.286975717439294|Gender|Female|0|3|0|0|0|130|453|na|2024
sch02|sch02|RegionB|DC|q19i|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|In-School or After-School Programs|Rank|50|137|0.364963503649635|Grade Level|10th Grade|0|1|0|0|0|50|137|na|2024
sch02|sch02|RegionB|DC|q19i|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|In-School or After-School Programs|Rank|49|168|0.291666666666667|Grade Level|9th Grade|0|2|0|0|0|49|168|na|2024
sch02|sch02|RegionB|DC|q19i|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|In-School or After-School Programs|Rank|60|233|0.257510729613734|Grade Level|12th Grade|0|3|0|0|0|60|233|na|2024
sch02|sch02|RegionB|DC|q19i|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|In-School or After-School Programs|Rank|77|253|0.304347826086957|Grade Level|11th Grade|0|4|0|0|0|77|253|na|2024
sch02|sch02|RegionB|DC|q19i|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|In-School or After-School Programs|Rank|||0.5|Race/Ethnicity|Asian/Asian American|1|1|1|0|1|3|6|student count less than 10, suppressed|2024
sch02|sch02|RegionB|DC|q19i|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|In-School or After-School Programs|Rank|||0.490196078431373|Race/Ethnicity|Black/African American|0|2|1|1|1|25|51|student count less than 10, suppressed|2024
sch02|sch02|RegionB|DC|q19i|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|In-School or After-School Programs|Rank|46|191|0.240837696335079|Race/Ethnicity|White|0|3|1|0|0|46|191|na|2024
sch02|sch02|RegionB|DC|q19i|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|In-School or After-School Programs|Rank|80|229|0.349344978165939|Race/Ethnicity|Multiracial|0|4|1|0|0|80|229|na|2024
sch02|sch02|RegionB|DC|q19i|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|In-School or After-School Programs|Rank|82|314|0.261146496815287|Race/Ethnicity|Hispanic/Latine/x|0|5|1|0|0|82|314|na|2024
sch02|sch02|RegionB|DC|q19i|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|In-School or After-School Programs|Rank|190|600|0.316666666666667|Race/Ethnicity|Students of Color|0|6|1|0|0|190|600|na|2024
sch02|sch02|RegionB|DC|q19j|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Online Research|Rank|263|791|0.332490518331226|All|All|0|1|0|0|0|263|791|na|2024
sch02|sch02|RegionB|DC|q19j|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Online Research|Rank|30|206|0.145631067961165|First Generation Status|Not First Generation|0|1|0|0|0|30|206|na|2024
sch02|sch02|RegionB|DC|q19j|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Online Research|Rank|233|585|0.398290598290598|First Generation Status|First Generation|0|2|0|0|0|233|585|na|2024
sch02|sch02|RegionB|DC|q19j|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Online Research|Rank|0|30|0|Gender|Other/Prefer Not to Say|0|1|0|0|0|0|30|na|2024
sch02|sch02|RegionB|DC|q19j|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Online Research|Rank|77|308|0.25|Gender|Male|0|2|0|0|0|77|308|na|2024
sch02|sch02|RegionB|DC|q19j|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Online Research|Rank|186|453|0.410596026490066|Gender|Female|0|3|0|0|0|186|453|na|2024
